 sep=;
Ctg ID; From Bus; From Name; To Bus - ID; To Name; Flow Change (MVA); Flow Change (%); Flow BCase (MVA); Flow Ctg (MVA); Rating (MVA); 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; 22.7; 9.2; 247.3; 270.0; 1992.0; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; 22.4; 8.9; 252.7; 275.1; 2511.0; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 17.5; 3.9; 448.6; 466.1; 2046.0; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 17.5; 3.9; 448.6; 466.1; 2046.0; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 15.9; 3.7; 430.1; 446.0; 2165.0; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; 14.5; 3.0; 480.2; 494.6; 1992.0; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 10.5; 4.2; 252.6; 263.1; 1992.0; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 10.4; 4.0; 258.7; 269.2; 2104.0; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; 10.0; 4.1; 247.3; 257.3; 1992.0; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; 10.0; 3.9; 252.7; 262.7; 2511.0; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 6.2; 1.8; 342.8; 349.0; 3600.0; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 5.4; 1.2; 448.6; 454.1; 2046.0; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 5.4; 1.2; 448.6; 454.1; 2046.0; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 4.9; 1.1; 430.1; 435.0; 2165.0; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; 4.6; 1.5; 310.0; 314.6; 3464.0; 
COLINA-TO500(7300) CO-MI2CAP500(7303) #2; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; 3.7; 0.8; 480.2; 483.9; 1992.0; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; -4.9; -0.4; 1136.8; 1131.9; 2922.0; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; -4.8; -0.4; 1114.4; 1109.6; 3464.0; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; -1.2; -0.3; 342.8; 341.6; 3600.0; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; -0.7; -0.2; 310.0; 309.3; 3464.0; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; -0.5; -0.2; 252.6; 252.2; 1992.0; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; -0.4; -0.2; 247.3; 246.8; 1992.0; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; -0.4; -0.2; 258.7; 258.3; 2104.0; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; -0.4; -0.2; 241.3; 240.8; 2104.0; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; -0.4; -0.2; 252.7; 252.3; 2511.0; 
BARREI-BA500(6360) BRD-T1-BA000(42386) #1; 5436; RGONCA-PI500; 5437    #01; RG-CO1CAP500; -0.4; -0.2; 241.4; 241.0; 1992.0; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; -1136.8; -100.0; 1136.8; 0.0; 2922.0; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; -96.5; -28.1; 342.8; 246.3; 3600.0; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; 65.7; 13.7; 480.2; 545.9; 1992.0; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 60.9; 13.6; 448.6; 509.5; 2046.0; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 60.9; 13.6; 448.6; 509.5; 2046.0; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 5577; SJ-SB2CAP500; 6300    #02; SOBRAD-BA500; 56.8; 11.4; 496.1; 552.9; 1992.0; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 56.7; 13.2; 430.1; 486.7; 2165.0; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; -25.4; -10.5; 241.3; 215.9; 2104.0; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; 24.7; 8.0; 310.0; 334.7; 3464.0; 
GB-BR-CAP500(7197) BR-GB-CAP500(6446) #2; 5436; RGONCA-PI500; 5437    #01; RG-CO1CAP500; -24.6; -10.2; 241.4; 216.8; 1992.0; 
