 sep=;
Ctg ID; Bus; Bus Name; Area; Zone; VBase (kV); V BC (pu); V Ctg (pu); VSupE (pu); Diff BC V (pu); Viol (pu); 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; 0.000; 0.083; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; 0.000; 0.079; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 8951; SGON-6-PI034; 771; 1; 34.5; 1.039; 1.040; 1.050; 0.000; -0.010; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 7275; VPIII-EOL021; 772; 1; 34.5; 1.035; 1.035; 1.050; 0.000; -0.015; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 5818; SGON-1UFV242; 771; 1; 34.5; 1.034; 1.035; 1.050; 0.000; -0.015; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 7270; VPII--EOL025; 772; 1; 34.5; 1.034; 1.034; 1.050; 0.000; -0.016; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 8372; SGON-3UFV242; 771; 1; 34.5; 1.034; 1.034; 1.050; 0.000; -0.016; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; 0.000; 0.083; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; 0.000; 0.079; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 8951; SGON-6-PI034; 771; 1; 34.5; 1.039; 1.039; 1.050; -0.000; -0.011; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 7275; VPIII-EOL021; 772; 1; 34.5; 1.035; 1.035; 1.050; 0.000; -0.015; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 7270; VPII--EOL025; 772; 1; 34.5; 1.034; 1.034; 1.050; 0.000; -0.016; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 5818; SGON-1UFV242; 771; 1; 34.5; 1.034; 1.034; 1.050; -0.000; -0.016; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 8372; SGON-3UFV242; 771; 1; 34.5; 1.034; 1.034; 1.050; -0.000; -0.016; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.039; 1.050; -0.000; -0.011; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.040; 1.050; -0.001; -0.010; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; 0.000; 0.083; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; 0.000; 0.079; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 8951; SGON-6-PI034; 771; 1; 34.5; 1.039; 1.039; 1.050; -0.000; -0.011; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.037; 1.050; -0.003; -0.013; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.037; 1.050; -0.003; -0.013; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.037; 1.050; -0.003; -0.013; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.037; 1.050; -0.003; -0.013; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.096; 1.050; 0.056; 0.046; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.090; 1.050; 0.049; 0.040; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 8951; SGON-6-PI034; 771; 1; 34.5; 1.039; 1.089; 1.050; 0.049; 0.039; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.084; 1.050; 0.043; 0.034; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 8954; SGT3-3-PI000; 771; 1; 991.0; 1.032; 1.063; 1.050; 0.031; 0.013; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 8953; SGT3-2-PI000; 771; 1; 991.0; 1.032; 1.063; 1.050; 0.031; 0.013; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 8372; SGON-3UFV242; 771; 1; 34.5; 1.034; 1.063; 1.050; 0.029; 0.013; 
