 sep=;
Ctg ID; Bus; Bus Name; Area; Zone; VBase (kV); V BC (pu); V Ctg (pu); VInfE (pu); Diff BC V (pu); Viol (pu); 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; 0.000; -0.055; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.008; 0.950; -0.000; -0.058; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.000; -0.069; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; -0.000; -0.073; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.007; 0.950; -0.000; -0.057; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.000; -0.069; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
SGT3-1-PI000(8952) SGT3-4-PI000(8955) #3; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; -0.000; -0.073; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.008; 0.950; -0.000; -0.058; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.000; -0.069; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
SGT1-1-PI000(8366) SGT1-2-PI000(8432) #1; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; -0.000; -0.073; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.003; 0.950; -0.001; -0.053; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; 0.000; -0.055; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.007; 0.950; -0.001; -0.057; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; 0.000; -0.069; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
MIRACE-TO500(7200) MR-GR3CAP500(7209) #3; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.008; 0.950; 0.001; -0.058; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.000; -0.069; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
BARREI-BA500(6360) BR-GB-CAP500(6446) #2; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; -0.000; -0.073; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.008; 0.950; -0.000; -0.058; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.000; -0.069; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
B.JESU-PI230(7181) BJE-T1-PI000(44027) #1; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; -0.000; -0.073; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; 0.000; -0.055; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; 0.000; -0.055; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.008; 0.950; 0.000; -0.058; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; 0.000; -0.060; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; 0.000; -0.063; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; 0.000; -0.063; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; 0.000; -0.063; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; 0.000; -0.069; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
MIRACE-TO500(7200) MIRAC2-TO000(7210) #2; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 0.999; 0.950; -0.011; -0.049; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.000; 0.950; -0.004; -0.050; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.003; 0.950; -0.003; -0.053; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.008; 0.950; -0.000; -0.058; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.017; 0.950; 0.004; -0.067; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.017; 0.950; 0.004; -0.067; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.017; 0.950; 0.004; -0.067; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.000; -0.069; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
CURRAL-PI500(6640) QUEIMA-PI500(5325) #1; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; -0.000; -0.073; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; 0.000; -0.055; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; 0.000; -0.055; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.008; 0.950; 0.000; -0.058; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; 0.000; -0.060; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; 0.000; -0.063; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; 0.000; -0.063; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; 0.000; -0.063; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; 0.000; -0.069; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
MIRACEPCH138(7202) MIRAC2-TO000(7210) #2; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 0.988; 0.950; -0.023; -0.038; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.002; 0.950; -0.011; -0.052; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.002; 0.950; -0.011; -0.052; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.002; 0.950; -0.011; -0.052; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.008; 0.950; 0.000; -0.058; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.016; 0.950; 0.010; -0.066; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.001; -0.069; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.022; 0.950; 0.018; -0.072; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; -0.000; -0.073; 
S.J.PI-PI500(5570) CURRAL-PI500(6640) #1; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.002; 0.950; -0.003; -0.052; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.007; 0.950; -0.001; -0.057; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.001; -0.060; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.020; 0.950; 0.000; -0.070; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 5510; B.ESPE-PI500; 771; 1; 500.0; 1.025; 1.023; 0.950; -0.001; -0.073; 
S.J.PI-PI500(5570) SJ-SB1-PI500(43952) #5; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.001; 0.950; -0.003; -0.051; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.006; 0.950; -0.002; -0.056; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.006; 0.950; 0.001; -0.056; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.000; -0.062; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.000; -0.069; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 5506; TSAT2--PI013; 773; 1; 13.8; 0.974; 0.972; 0.900; -0.002; -0.072; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; 0.000; -0.055; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.008; 0.950; -0.000; -0.058; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.000; -0.069; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; -0.000; -0.073; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.002; 0.950; -0.003; -0.052; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.005; 0.950; -0.002; -0.055; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.006; 0.950; 0.000; -0.056; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.001; -0.062; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.001; -0.062; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.012; 0.950; -0.001; -0.062; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.020; 0.950; 0.000; -0.070; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 5506; TSAT2--PI013; 773; 1; 13.8; 0.974; 0.973; 0.900; -0.001; -0.073; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.008; 0.950; -0.000; -0.058; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; -0.000; -0.069; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; -0.000; -0.073; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.002; 0.950; -0.010; -0.052; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.002; 0.950; -0.010; -0.052; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.002; 0.950; -0.010; -0.052; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.003; 0.950; -0.002; -0.053; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.004; 0.950; -0.001; -0.054; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.006; 0.950; -0.005; -0.056; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.006; 0.950; -0.002; -0.056; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.020; 0.950; 0.000; -0.070; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 5841; PACABA-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 5572; SJ-SB1CAP500; 771; 1; 500.0; 1.005; 1.003; 0.950; -0.001; -0.053; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 5574; SJ-BEACAP500; 771; 1; 500.0; 1.005; 1.005; 0.950; -0.000; -0.055; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 7197; GB-BR-CAP500; 771; 1; 500.0; 1.008; 1.008; 0.950; 0.000; -0.058; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 6640; CURRAL-PI500; 771; 1; 500.0; 1.010; 1.010; 0.950; -0.000; -0.060; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 8338; OITIS--PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 5699; LVENT3-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 5325; QUEIMA-PI500; 771; 1; 500.0; 1.013; 1.013; 0.950; -0.000; -0.063; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 5451; FTZ2---CE500; 761; 1; 500.0; 1.019; 1.019; 0.950; 0.000; -0.069; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 5924; JAGUAD-CE500; 761; 1; 500.0; 1.023; 1.023; 0.950; 0.000; -0.073; 
